_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
2036,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Operations,Detective Operations,6-Services,4811,Wireless services,2000
2037,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1534,Alternate rate - Civilian A,9300
2038,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1533,Alternate rate - Uniform,31900
2039,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1532,Alternate rate - Uniform Sr. Officer,600
2040,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1505,Regular salaries - Civilian A,6137800
2041,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1518,Regular salaries - Civilian E (monitors/translators),6070200
2042,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1504,Regular salaries - Uniform,57673200
2043,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1503,Regular salaries - Uniform Sr. Officer,1246900
2044,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1552,Shift Bonus - Civilian A,12900
2045,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1551,Shift Bonus - Uniform,105000
2046,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1542,Statutory Holiday - Civilian A,6000
2047,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1545,Statutory Holiday - Other,100
2048,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1583,Callback premium pay - Civilian,15100
2049,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1593,Callback premium pay - Contract,22900
2050,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1573,Callback premium pay - Uniform,369200
2051,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1571,Court premium pay - Uniform,1027900
2052,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1584,Lieutime premium pay - Civilian,21600
2053,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1594,Lieutime premium pay - Contract,1700
2054,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1574,Lieutime premium pay - Uniform,544500
2055,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1582,Overtime premium pay - Civilian,46500
2056,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1592,Overtime premium pay - Contract,24900
2057,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),2-Premium Pay,1572,Overtime premium pay - Uniform,1919200
2058,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1765,CPP - Civilian,269900
2059,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1766,CPP - Contract,273800
2060,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1764,CPP - Uniform,1778400
2061,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1746,EI - Civilian,92200
2062,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1747,EI - Contract,96200
2063,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1744,EI - Uniform,608400
2064,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1776,OMERS - Civilian,624800
2065,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1778,OMERS - Contract,561400
2066,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),3-Benefits,1773,OMERS - Uniform,7198600
2067,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),4-Materials & Supplies,2084,Ammunition/Firearms supplies,10000
2068,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),4-Materials & Supplies,2020,Books & Magazines,2200
2069,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),4-Materials & Supplies,2082,Health & Safety supplies,1900
2070,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2999,Miscellaneous materials,1000
2071,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4230,Business travel - other expenses,3000
2072,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,4-Materials & Supplies,2010,Stationery and office supplies,47900
2073,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,2-Premium Pay,1571,Court premium pay - Uniform,25900
2074,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,4-Materials & Supplies,2080,Photo / Video supplies,300
2075,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),5-Equipment,3410,Computers - hardware,84600
2076,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4255,Conferences / seminars,3700
2077,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,5-Equipment,3410,Computers - hardware,1000
2078,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,4-Materials & Supplies,2010,Stationery and office supplies,21600
2079,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,2-Premium Pay,1584,Lieutime premium pay - Civilian,1900
2080,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1744,EI - Uniform,66300
2081,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),5-Equipment,3420,Computers - software,785100
2082,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,2-Premium Pay,1572,Overtime premium pay - Uniform,50100
2083,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4230,Business travel - other expenses,200
2084,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,2-Premium Pay,1574,Lieutime premium pay - Uniform,108300
2085,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,2-Premium Pay,1572,Overtime premium pay - Uniform,131400
2086,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1765,CPP - Civilian,15200
2087,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1764,CPP - Uniform,399000
2088,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1746,EI - Civilian,5200
2089,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1744,EI - Uniform,136500
2090,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1776,OMERS - Civilian,27800
2091,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,3-Benefits,1773,OMERS - Uniform,1603900
2092,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,4-Materials & Supplies,2020,Books & Magazines,700
2093,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,4-Materials & Supplies,2999,Miscellaneous materials,1000
2094,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,4-Materials & Supplies,2010,Stationery and office supplies,36200
2095,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,5-Equipment,3420,Computers - software,17800
2096,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4230,Business travel - other expenses,2400
2097,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4255,Conferences / seminars,10500
2098,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4441,Contracted services - Cable TV,500
2099,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4815,Courier services,500
2100,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4312,Courses / seminars,18400
2101,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4144,Investigative expenses,200
2102,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4760,Membership fees,1100
2103,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4770,Parking expenses,100
2104,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4084,Public relations / promotions,3400
2105,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,6-Services,4811,Wireless services,400
2106,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4255,Conferences / seminars,3100
2107,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4530,Rental - non-office property,100000
2108,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4970,Services & rents - general,400
2109,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4086,Translations / interpreters,400
2110,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4804,Wireless devices,2000
2111,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Sex Crimes Unit,6-Services,4811,Wireless services,19000
2112,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,1-Salaries,1505,Regular salaries - Civilian A,88100
2113,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,202900
2114,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1765,CPP - Civilian,3800
2115,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1764,CPP - Uniform,3800
2116,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1746,EI - Civilian,1300
2117,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1744,EI - Uniform,1300
2118,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1776,OMERS - Civilian,9000
2119,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,3-Benefits,1773,OMERS - Uniform,26800
2120,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,4-Materials & Supplies,2020,Books & Magazines,200
2121,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,4-Materials & Supplies,2010,Stationery and office supplies,4500
2122,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4230,Business travel - other expenses,2500
2123,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4255,Conferences / seminars,900
2124,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4312,Courses / seminars,2600
2125,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4770,Parking expenses,100
2126,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4084,Public relations / promotions,400
2127,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Specialized Criminal Investigations,6-Services,4811,Wireless services,400
2128,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,1-Salaries,1505,Regular salaries - Civilian A,92200
2129,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,2-Premium Pay,1584,Lieutime premium pay - Civilian,400
2130,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Emergency Management & Public Order,3-Benefits,1765,CPP - Civilian,3800
2131,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4815,Courier services,100
2132,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1776,OMERS - Civilian,512600
2133,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4441,Contracted services - Cable TV,1200
2134,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4312,Courses / seminars,5200
2135,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),5-Equipment,3973,Electrical equipment,18500
2136,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,3-Benefits,1773,OMERS - Uniform,791500
2137,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4083,P.E.U. - towing charges,200
2138,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4815,Courier services,400
2139,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1765,CPP - Civilian,57000
2140,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1533,Alternate rate - Uniform,1300
2141,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),5-Equipment,3099,General equipment,86500
2142,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4770,Parking expenses,100
2143,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4312,Courses / seminars,1700
2144,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1505,Regular salaries - Civilian A,70700
2145,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4230,Business travel - other expenses,34800
2146,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,4-Materials & Supplies,2020,Books & Magazines,500
2147,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Hold Up Squad,6-Services,4084,Public relations / promotions,1400
2148,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Public Safety Unit,3-Benefits,1764,CPP - Uniform,174800
2149,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,Public Safety Operations,Court Services,6-Services,4140,Prisoners' meals,458000
2150,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Public Safety Operations,EM&P Summary,Mounted,1-Salaries,1506,Regular salaries - Civilian B,76500
2151,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4608,Clean/repair furniture,900
2152,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4255,Conferences / seminars,54300
2153,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4441,Contracted services - Cable TV,9700
2154,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4410,Contracted services - electrical,15000
2155,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4424,Contracted Services - general,149400
2156,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4815,Courier services,2400
2157,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4311,Courses - Canadian / Ontario Police College,4000
2158,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4312,Courses / seminars,196100
2159,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,2215,Hydro,1200
2160,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4813,Internet,3600
2161,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4144,Investigative expenses,45300
2162,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4760,Membership fees,3500
2163,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4770,Parking expenses,1000
2164,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4084,Public relations / promotions,5700
2165,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4530,Rental - non-office property,55000
2166,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4570,Rental - parking spaces,2800
2167,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4516,Repairs - technical equipment,600
2168,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4699,Repairs and maintenance (other),200
2169,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4148,Rewards & Information,680000
2170,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4970,Services & rents - general,105400
2171,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4804,Wireless devices,12500
2172,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),6-Services,4811,Wireless services,168400
2173,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),7-Revenues,8044,Grants - other government,-1120000
2174,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),7-Revenues,8521,Recoveries - Monitors,-1200000
2175,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1534,Alternate rate - Civilian A,12100
2176,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1533,Alternate rate - Uniform,11500
2177,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1505,Regular salaries - Civilian A,4893500
2178,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1504,Regular salaries - Uniform,6110800
2179,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,361900
2180,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1552,Shift Bonus - Civilian A,25000
2181,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1551,Shift Bonus - Uniform,19000
2182,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,1-Salaries,1542,Statutory Holiday - Civilian A,3600
2183,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1583,Callback premium pay - Civilian,2200
2184,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1573,Callback premium pay - Uniform,35200
2185,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1581,Court premium pay - Civilian,1600
2186,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1571,Court premium pay - Uniform,143300
2187,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1584,Lieutime premium pay - Civilian,13200
2188,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1574,Lieutime premium pay - Uniform,271500
2189,2023,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Spec. Criminal Invest,Forensic Identification Services,2-Premium Pay,1582,Overtime premium pay - Civilian,2400
